age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
35,Private,82552,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,Higher Education
57,Private,159319,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Postgraduate
42,Local-gov,195124,7,Divorced,Sales,Unmarried,White,Male,7430,0,50,SudAmerica,Middle
23,Private,82393,5,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,20,Asia,Middle
21,Private,191444,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United States,Middle
71,Private,163385,10,Widowed,Sales,Not-in-family,White,Male,0,0,35,United States,Higher Education
22,Private,60552,10,Never-married,Sales,Own-child,White,Female,0,0,40,United States,Higher Education
42,Private,245317,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United States,Middle
41,Private,286970,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
48,Private,235108,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
23,Private,72887,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,1,Asia,High School
17,Private,154398,7,Never-married,Other-service,Own-child,Black,Male,0,0,16,SudAmerica,Middle
44,Self-emp-not-inc,27242,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United States,Higher Education
40,Federal-gov,75313,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,66,United States,Higher Education
59,Private,184493,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
57,Private,190997,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
52,Private,159670,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
53,Private,141388,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
20,Private,196745,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United States,Higher Education
35,Private,46385,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,90,United States,High School
72,Private,192732,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United States,High School
43,Self-emp-not-inc,52498,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,50,United States,Higher Education
61,Self-emp-not-inc,50483,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United States,Middle
48,Private,240629,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Europe,High School
38,Private,290306,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
60,Private,178312,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,65,United States,High School
36,Private,186035,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United States,Middle
52,Local-gov,152795,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
44,Self-emp-not-inc,197558,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United States,Higher Education
47,Private,328216,10,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United States,Higher Education
42,Private,213214,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
32,Private,27856,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
55,State-gov,153451,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United States,High School
47,Private,102771,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United States,High School
46,State-gov,222374,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,43,United States,High School
39,Self-emp-inc,135500,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United States,High School
49,Private,353824,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United States,Higher Education
44,Self-emp-inc,352971,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United States,Higher Education
21,State-gov,99199,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,10,United States,Higher Education
47,Self-emp-not-inc,121124,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Europe,Primary
23,Private,334357,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United States,High School
50,Private,94885,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United States,Higher Education
52,Federal-gov,290856,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
28,Private,162551,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,48,Asia,Middle
53,Private,150980,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,United States,Higher Education
25,Private,53903,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
45,Local-gov,160173,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United States,Postgraduate
51,Self-emp-not-inc,107096,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United States,High School
19,Private,237455,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United States,High School
21,Private,182614,10,Never-married,Sales,Other-relative,White,Female,0,0,40,Europe,Higher Education
50,Private,145333,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,United States,Postgraduate
62,Self-emp-not-inc,82388,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10566,0,40,United States,High School
38,Self-emp-inc,199346,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United States,Higher Education
40,Self-emp-inc,49249,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
42,Private,121287,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United States,High School
58,Self-emp-inc,143266,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
37,Private,103986,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,39,United States,Higher Education
21,State-gov,142766,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United States,Higher Education
38,Private,299810,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United States,High School
23,Private,543028,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United States,High School
35,Private,119992,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United States,Higher Education
41,Local-gov,90692,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United States,High School
33,Private,184016,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United States,High School
26,Private,213081,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,SudAmerica,High School
45,State-gov,101299,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
48,Private,193075,9,Divorced,Sales,Own-child,White,Female,0,0,20,United States,High School
32,Local-gov,198211,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
50,Private,136836,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United States,High School
59,Private,97168,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
39,Self-emp-inc,124685,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,99,Asia,Postgraduate
55,Self-emp-not-inc,158315,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,High School
30,Private,270889,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
42,Private,194636,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United States,Higher Education
23,Private,128604,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,48,Africa,High School
37,Private,172232,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United States,High School
24,Private,325596,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United States,Higher Education
43,Private,176270,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United States,Higher Education
40,Private,141583,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United States,Middle
18,Private,78181,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United States,Middle
35,Private,205338,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
30,Private,285902,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
42,Private,154374,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
77,Local-gov,177550,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,14,United States,Higher Education
54,Private,178946,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United States,High School
29,Private,114870,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United States,Higher Education
43,Private,183273,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United States,Postgraduate
17,Private,110798,7,Never-married,Sales,Own-child,White,Female,0,0,20,United States,Middle
33,Private,208180,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United States,Higher Education
26,Private,108658,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,High School
23,Private,193586,10,Separated,Farming-fishing,Other-relative,White,Female,0,0,40,United States,Higher Education
43,Private,206139,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
19,Private,318002,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United States,High School
31,Private,348504,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
35,Private,244803,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,SudAmerica,High School
33,Private,388741,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,38,United States,Higher Education
42,Private,235786,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,Higher Education
37,Private,31023,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United States,High School
38,Self-emp-inc,124665,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,20,United States,Higher Education
43,Federal-gov,197069,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Asia,Higher Education
59,Self-emp-not-inc,199240,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,Europe,High School
38,Private,201328,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
46,Private,190115,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United States,Higher Education
40,Private,187376,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,Higher Education
64,Local-gov,50442,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United States,Middle
31,Self-emp-not-inc,108468,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United States,Higher Education
39,Local-gov,67187,9,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United States,High School
45,Private,170871,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United States,High School
23,Private,119704,10,Separated,Sales,Unmarried,White,Female,0,0,40,United States,Higher Education
19,Private,252862,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United States,Higher Education
35,Local-gov,258037,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,SudAmerica,High School
38,Private,51100,13,Divorced,Exec-managerial,Not-in-family,White,Male,3325,0,40,United States,Higher Education
50,Private,20795,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United States,High School
51,Private,392668,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,84,United States,Postgraduate
32,State-gov,171111,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,37,United States,Higher Education
32,State-gov,147215,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United States,Higher Education
49,Local-gov,193249,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
43,Private,117627,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United States,Higher Education
19,Private,236879,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United States,Higher Education
30,State-gov,169496,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,Higher Education
25,Private,193379,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United States,Higher Education
29,Private,244566,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United States,High School
36,Local-gov,28996,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
35,Local-gov,72338,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,56,United States,High School
28,Private,271572,5,Never-married,Other-service,Other-relative,White,Male,0,0,52,United States,Middle
38,Private,187870,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United States,Higher Education
36,Private,204590,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United States,Higher Education
35,Private,207568,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United States,Middle
37,Private,356824,9,Separated,Tech-support,Unmarried,White,Female,0,0,40,United States,High School
55,Private,193568,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,High School
52,Private,137658,7,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,SudAmerica,Middle
69,Self-emp-not-inc,349022,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United States,High School
28,Private,176683,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United States,Higher Education
34,Private,287737,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United States,Higher Education
50,Private,221336,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Asia,High School
47,Private,120131,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
61,Private,232308,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United States,High School
45,Private,127738,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
64,Private,88470,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
31,Private,201292,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,High School
20,Private,380544,12,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United States,Higher Education
56,State-gov,274111,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United States,Postgraduate
40,Private,272343,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
48,Private,350440,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,Higher Education
